rmse,mae,r2,max_absolute_error,mean_bias,mape,task,model,seed,training_seconds,inference_seconds,runtime_seconds,final_cycle_drift,cold_sample_count,cold_mae,hot_sample_count,hot_mae,soc_0.0_0.2_sample_count,soc_0.0_0.2_mae,soc_0.2_0.8_sample_count,soc_0.2_0.8_mae,soc_0.8_1.0_sample_count,soc_0.8_1.0_mae,data_provenance,split_strategy
0.0106427038852822,0.0089901217279272,0.6949559412219792,0.0304561925065679,-0.0023291038101165,1.3871259502108353,soc,ridge,42,0.0024085000004561,9.649999992689118e-05,0.002505000000383,-0.0203872148720137,46,0.0131075638930581,105,0.0072795544639669,0,0.0,216,0.0089901217279272,0,0.0,synthetic data generated inside this project,held_out_cell
0.1230908935274966,0.1128441915166676,-39.80472560282255,0.1881753181377791,0.0313498944750789,17.367336240967063,soc,random_forest,42,0.1132624999991094,0.0012026999975205,0.1144651999966299,-0.0467095905665841,46,0.0759670896348303,105,0.1361234745006717,0,0.0,216,0.1128441915166676,0,0.0,synthetic data generated inside this project,held_out_cell
0.1166707764843146,0.1062133606576577,-35.65918365782142,0.1768027708202764,0.0309802234660271,16.350740294250006,soc,hist_gradient_boosting,42,0.5424431999999797,0.002705999999307,0.5451491999992868,-0.0438251084098458,46,0.062617271025863,105,0.1281532394749716,0,0.0,216,0.1062133606576577,0,0.0,synthetic data generated inside this project,held_out_cell
0.1063668890616556,0.0822548804316236,-29.469935029737577,0.4303157373182901,0.0081751510147621,12.71478512960581,soc,mlp,42,0.0965862000011839,0.0002181000018026,0.0968043000029865,0.1478275410588529,46,0.0831690700870104,105,0.0782899561213625,0,0.0,216,0.0822548804316236,0,0.0,synthetic data generated inside this project,held_out_cell
0.0293817556104832,0.0256764536052036,-1.3249525688483836,0.0675607180862494,-0.0248751861582871,3.9697173324120714,soc,narx,42,0.0432473000000754,0.1010093000004417,0.1442566000005172,-0.0058175434681696,46,0.0169210232820382,105,0.0252538067275533,0,0.0,216,0.0256764536052036,0,0.0,synthetic data generated inside this project,held_out_cell
0.1501909456524287,0.1473773416580497,-59.74997683928664,0.1904453868305096,-0.1473773416580497,22.792453688281874,soc,coulomb_counting,42,0.0,0.0097150999972654,0.0097150999972654,-0.1651407055056354,46,0.1576041021842366,105,0.1460310431279121,0,0.0,216,0.1473773416580497,0,0.0,synthetic data generated inside this project,held_out_cell
0.0254630780834244,0.0197252476953728,-0.7461454507470344,0.0694887857306847,-0.0168598900117691,3.0762926447224266,soc,ocv_lookup,42,0.0,0.0001241000027221,0.0001241000027221,-0.0677677689215189,46,0.0432532850018133,105,0.0093897805396505,0,0.0,216,0.0197252476953728,0,0.0,synthetic data generated inside this project,held_out_cell
0.0238602507472235,0.0180406416604807,-0.5332346303865569,0.0540349184743341,-0.0167605833189089,2.817055463473757,soc,ekf,42,0.0,0.0126348000012512,0.0126348000012512,-0.0532158276855769,46,0.0427960840566688,105,0.0068639666422287,0,0.0,216,0.0180406416604807,0,0.0,synthetic data generated inside this project,held_out_cell
